family,metric,horizon,step,n,rmse,mae,bias,spearman,skill_vs_league,skill_vs_prior_season
qb,cpoe_coverage_fraction,4,baseline_prior,1466,0.02173840476972666,0.016902861647967227,0.003986511644983913,0.39600041099943956,0.10839651791118088,0.0
qb,cpoe_coverage_fraction,4,baseline_raw_t3,1882,0.02718332701862125,0.020737733130131872,0.0014044126308177052,0.33563628628865805,-0.1123368543976857,-0.22077283722029306
qb,cpoe_coverage_fraction,4,raw_feature,1890,0.023594550145172328,0.018255224786267794,0.003215165924773487,0.36274686960208286,0.034487980175677224,-0.06761213041168923
qb,cpoe_coverage_fraction,4,shrunk_feature,1890,0.021959402573193513,0.01688682862419669,0.004834450385541013,0.3705947226253355,0.10139981469756287,-0.006614170792513585
qb,cpoe_coverage_fraction,4,oppadj_raw,1881,0.022937828218835117,0.017451659166163553,0.008895954795850007,0.36599501578217836,0.05250764925987139,-0.05404122367624553
qb,cpoe_coverage_fraction,4,oppadj_shrunk,1881,0.02318856005309569,0.01761574488373436,0.008709505889147054,0.33050820637576994,0.04215067506063741,-0.06604727123315035
qb,dropback_success_rate,2,baseline_league,2431,0.07546946156865421,0.060286210417110575,-0.002782400552611117,-0.044440315709020566,0.0,0.015362387384819542
qb,dropback_success_rate,2,baseline_prior,1798,0.07496767168033516,0.060224284427571995,-0.004313495599279826,0.18804071251258245,-0.015602072466049055,0.0
qb,dropback_success_rate,2,baseline_raw_t3,2413,0.08422058779311856,0.06696045372848562,0.0011723485469001037,0.2783715150839293,-0.11748321915108306,-0.098207287213542
qb,dropback_success_rate,2,raw_feature,2431,0.07481767845633305,0.05914335818418978,0.0023677316710912777,0.359462250545197,0.008636382170664203,0.029927910975625305
qb,dropback_success_rate,2,shrunk_feature,2431,0.07009696267501643,0.055688205014590396,0.0010658475646495565,0.3473391014348187,0.07118771993292206,0.08972600017169996
qb,dropback_success_rate,2,oppadj_raw,2420,0.07268531980513801,0.05790403852687799,0.010708117158873235,0.27765791581070004,0.03753912544538984,0.06494980354919899
qb,dropback_success_rate,2,oppadj_shrunk,2420,0.07320675366524101,0.05833739862466969,0.004692939554473856,0.21553293095677295,0.03063457181114071,0.05601288844218122
qb,dropback_success_rate,4,baseline_league,1890,0.05794725378949736,0.046769708068110656,-0.007457987549141571,-0.04344696502461448,0.0,0.03855654290064492
qb,dropback_success_rate,4,baseline_prior,1466,0.059828559446487226,0.04831167479636377,-0.005094534477879654,0.2094485537564443,-0.04010276695518722,0.0
qb,dropback_success_rate,4,baseline_raw_t3,1882,0.06861715054033622,0.05483719362945361,0.0022426937797957974,0.3502755214077358,-0.18407140094525865,-0.1287793455617241
qb,dropback_success_rate,4,raw_feature,1890,0.057791835642883836,0.045771091225368606,0.0028378983317788897,0.44484660628395734,0.0026820623316871073,0.0568603602404828
qb,dropback_success_rate,4,shrunk_feature,1890,0.051259665974870174,0.04103194852720711,-0.0013509802746878568,0.4271450474428052,0.11540819240409417,0.15976252040141303
qb,dropback_success_rate,4,oppadj_raw,1881,0.05432115124481026,0.04344855618135391,0.007485420662504773,0.3154338269841659,0.06278908856938681,0.11583817690307796
qb,dropback_success_rate,4,oppadj_shrunk,1881,0.05496001446954827,0.04404873214906743,0.0005399934700116893,0.23472194650124775,0.05176668621937375,0.10250032831000677
qb,epa_per_dropback,2,baseline_league,2431,0.2342052853879636,0.18312793311413536,-0.016081449940412766,-0.04632558751495801,0.0,0.02371359732355849
qb,epa_per_dropback,2,baseline_prior,1798,0.23537173251512655,0.18609574309024668,-0.016839299075322067,0.15686011552755982,-0.02428959090134697,0.0
qb,epa_per_dropback,2,baseline_raw_t3,2413,0.2688748429409287,0.21303629829775655,-0.00004160044256054029,0.2197002343436874,-0.14784932396743566,-0.11429539955284995
qb,epa_per_dropback,2,raw_feature,2431,0.23868981759161545,0.1883942994229346,-0.001948671313845165,0.30583960804226545,-0.019147869341305412,0.020526438097081434
qb,epa_per_dropback,2,shrunk_feature,2431,0.2208278401559161,0.17377354007068288,-0.004664193998250876,0.300953822245102,0.057118460029147444,0.08147196896293818
qb,epa_per_dropback,2,oppadj_raw,2420,0.22503776178196522,0.17666174650008679,0.016403185341442632,0.262397189752512,0.03849672599155818,0.0678026608030522
qb,epa_per_dropback,2,oppadj_shrunk,2420,0.22705697272813188,0.17776016954722543,0.0016502942716212084,0.22500358529205858,0.029869383094618174,0.05920659295064035
qb,epa_per_dropback,4,baseline_league,1890,0.177555004221764,0.14051505051747135,-0.029779364822115694,-0.08516554961191576,0.0,0.04111625265326058
